flow_id,created_at,src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
flow-00011,2018-02-16T01:45:31.000Z,100.1.1.1,192.168.1.1,1080,80,6,674,2,0,0,0,0,0,0,0,0,0,0,0,0,2967.35905,674,0,674,674,674,674,0,674,674,0,0,0,0,0,0,0,0,0,64,0,2967.35905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00012,2018-02-16T01:45:31.000Z,0.0.0.0,192.168.1.1,55852,54852,6,5380957,5,3,935,351,935,0,187,418.1447118,351,0,117,202.6499445,238.9909453,1.486724388,768708.1429,2006800.9,5319550,8,5380957,1345239.25,2649613.644,5319558,33,15653,7826.5,7777.467486,13326,2327,0,0,0,0,168,104,0.929202742,0.557521645,0,935,142.8888889,318.9182671,101708.8611,0,0,0,0,1,0,0,0,0,160.75,187,117,0,0,0,0,0,0,5,935,3,351,219,211,1,32,0,0,0,0,5319550,0,5319550,5319550
flow-00013,2018-02-16T01:45:31.000Z,0.0.0.0,192.168.1.1,60494,59494,6,5497934,5,3,935,321,935,0,187,418.1447118,321,0,107,185.3294364,228.4494503,1.45509204,785419.1429,2018429.887,5362155,5,5497934,1374483.5,2658685.063,5362160,40,86121,43060.5,60514.90544,85851,270,0,0,0,0,168,104,0.909432525,0.545659515,0,935,139.5555556,316.6196895,100248.0278,0,0,0,0,1,0,0,0,0,157,187,107,0,0,0,0,0,0,5,935,3,321,219,211,1,32,0,0,0,0,5362155,0,5362155,5362155
flow-00014,2018-02-16T01:45:31.000Z,100.1.1.2,192.168.1.1,1080,80,6,5525,2,0,0,0,0,0,0,0,0,0,0,0,0,361.9909502,5525,0,5525,5525,5525,5525,0,5525,5525,0,0,0,0,0,0,0,0,0,64,0,361.9909502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00015,2018-02-16T01:45:32.000Z,100.1.1.3,192.168.1.1,1080,80,6,793,2,0,0,0,0,0,0,0,0,0,0,0,0,2522.068096,793,0,793,793,793,793,0,793,793,0,0,0,0,0,0,0,0,0,64,0,2522.068096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00016,2018-02-16T01:45:32.000Z,0.0.0.0,192.168.1.1,37374,36374,6,5520679,5,3,935,331,935,0,187,418.1447118,331,0,110.3333333,191.1029391,229.3196181,1.449097113,788668.4286,2062001.74,5464704,5,5520679,1380169.75,2723093.046,5464710,1178,9739,4869.5,4898.128673,8333,1406,0,0,0,0,168,104,0.905685696,0.543411417,0,935,140.6666667,317.3527217,100712.75,0,0,0,0,1,0,0,0,0,158.25,187,110.3333333,0,0,0,0,0,0,5,935,3,331,237,211,1,32,0,0,0,0,5464704,0,5464704,5464704
flow-00017,2018-02-16T01:45:32.000Z,100.1.1.1,192.168.1.1,1080,80,6,42894,3,4,320,935,320,0,106.6666667,184.7520861,935,0,233.75,467.5,29258.17131,163.1929874,7149,16852.99732,41544,5,1320,660,8.485281374,666,654,42887,14295.66667,23606.60319,41544,25,0,0,0,0,104,136,69.93985173,93.25313564,0,935,156.875,333.755016,111392.4107,0,0,0,1,0,0,0,0,1,179.2857143,106.6666667,233.75,0,0,0,0,0,0,3,320,4,935,26883,219,1,32,0,0,0,0,0,0,0,0
flow-00018,2018-02-16T01:45:32.000Z,0.0.0.0,192.168.1.1,61500,60500,6,5433674,5,3,935,363,935,0,187,418.1447118,363,0,121,209.5781477,238.8807278,1.472300326,776239.1429,2028197.15,5375611,5,5433674,1358418.5,2678200.088,5375619,24,44940,22470,30945.82117,44352,588,0,0,0,0,168,104,0.920187704,0.552112622,0,935,144.2222222,319.9206065,102349.1944,0,0,0,0,1,0,0,0,0,162.25,187,121,0,0,0,0,0,0,5,935,3,363,219,211,1,32,0,0,0,0,5375611,0,5375611,5375611
flow-00019,2018-02-16T01:45:32.000Z,100.1.1.2,192.168.1.1,1080,80,6,1755,2,0,0,0,0,0,0,0,0,0,0,0,0,1139.60114,1755,0,1755,1755,1755,1755,0,1755,1755,0,0,0,0,0,0,0,0,0,64,0,1139.60114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00020,2018-02-16T01:45:32.000Z,100.1.1.3,192.168.1.1,1080,80,6,31957,2,0,0,0,0,0,0,0,0,0,0,0,0,62.58409738,31957,0,31957,31957,31957,31957,0,31957,31957,0,0,0,0,0,0,0,0,0,64,0,62.58409738,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00021,2018-02-16T01:45:33.000Z,100.1.1.1,192.168.1.1,1080,80,6,6941,2,0,0,0,0,0,0,0,0,0,0,0,0,288.1429189,6941,0,6941,6941,6941,6941,0,6941,6941,0,0,0,0,0,0,0,0,0,64,0,288.1429189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00022,2018-02-16T01:45:33.000Z,100.1.1.2,192.168.1.1,1080,80,6,4989,2,0,0,0,0,0,0,0,0,0,0,0,0,400.8819403,4989,0,4989,4989,4989,4989,0,4989,4989,0,0,0,0,0,0,0,0,0,64,0,400.8819403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00023,2018-02-16T01:45:33.000Z,0.0.0.0,192.168.1.1,40344,39344,6,64557955,5,4,935,334,935,0,187,418.1447118,334,0,83.5,167,19.65675648,0.13940962,8069744.375,22800000,64500000,10,64600000,16100000,32200000,64500000,31,64500000,21500000,37200000,64500000,3568,0,0,0,0,168,136,0.077449789,0.061959831,0,935,126.9,302.7182225,91638.32222,0,0,0,0,1,1,0,0,0,141,187,83.5,0,0,0,0,0,0,5,935,4,334,219,211,1,32,319,0,319,319,64500000,0,64500000,64500000
flow-00024,2018-02-16T01:45:33.000Z,0.0.0.0,192.168.1.1,39836,38836,6,5530341,5,3,935,365,935,0,187,418.1447118,365,0,121.6666667,210.7328483,235.0668792,1.446565411,790048.7143,2048545.456,5435255,6,5530341,1382585.25,2702000.795,5435263,53,79090,39545,55598.39199,78859,231,0,0,0,0,168,104,0.904103382,0.542462029,0,935,144.4444444,320.0922176,102459.0278,0,0,0,0,1,0,0,0,0,162.5,187,121.6666667,0,0,0,0,0,0,5,935,3,365,219,211,1,32,0,0,0,0,5435255,0,5435255,5435255
flow-00025,2018-02-16T01:45:35.000Z,100.1.1.3,192.168.1.1,1080,80,6,6863,2,0,0,0,0,0,0,0,0,0,0,0,0,291.4177473,6863,0,6863,6863,6863,6863,0,6863,6863,0,0,0,0,0,0,0,0,0,64,0,291.4177473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00026,2018-02-16T01:45:35.000Z,100.1.1.1,192.168.1.1,1080,80,6,17652,2,0,0,0,0,0,0,0,0,0,0,0,0,113.3016089,17652,0,17652,17652,17652,17652,0,17652,17652,0,0,0,0,0,0,0,0,0,64,0,113.3016089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00027,2018-02-16T01:45:36.000Z,0.0.0.0,192.168.1.1,54716,53716,6,5529258,4,5,935,349,935,0,233.75,467.5,349,0,69.8,156.0775448,232.2192236,1.627704839,691157.25,1881192.615,5345877,8,5505843,1835281,3040446.465,5345885,47431,183381,45845.25,48347.54988,112266,261,0,0,0,0,136,168,0.723424373,0.904280466,0,935,128.4,303.8933292,92351.15556,0,0,0,0,1,0,0,0,1,142.6666667,233.75,69.8,0,0,0,0,0,0,4,935,5,349,219,225,1,32,0,0,0,0,5345877,0,5345877,5345877
flow-00028,2018-02-16T01:45:37.000Z,0.0.0.0,192.168.1.1,59164,58164,6,6885014,5,6,935,1143,935,0,187,418.1447118,381,0,190.5,208.6822944,301.8149273,1.597672859,688501.4,1669712.428,5358564,6,6885014,1721253.5,3102977.393,6364079,26,1488546,297709.2,410183.5249,1005508,6511,0,0,0,0,168,208,0.726214936,0.871457923,0,935,173.1666667,293.8564378,86351.60606,0,0,0,0,1,0,0,0,1,188.9090909,187,190.5,0,0,0,0,0,0,5,935,6,1143,237,211,1,32,0,0,0,0,5358564,0,5358564,5358564
flow-00029,2018-02-16T01:45:37.000Z,0.0.0.0,192.168.1.1,34632,33632,6,12757743,5,6,935,414,935,0,187,418.1447118,414,0,69,169.0147923,105.7397065,0.862221476,1275774.3,1986457.637,5349207,3,12800000,3189435.75,6297986.22,12600000,32,7386049,1477209.8,1751061.313,4249884,27632,0,0,0,0,168,224,0.391918853,0.470302623,0,935,112.4166667,285.0790826,81270.08333,0,0,0,0,1,0,0,0,1,122.6363636,187,69,0,0,0,0,0,0,5,935,6,414,237,211,1,32,0,0,0,0,5349207,0,5349207,5349207
flow-00030,2018-02-16T01:45:38.000Z,0.0.0.0,192.168.1.1,40520,39520,6,5431836,5,3,935,310,935,0,187,418.1447118,310,0,103.3333333,178.9785834,229.2042691,1.472798516,775976.5714,2024009.995,5365831,5,5431836,1357959,2672005.735,5365836,37,51459,25729.5,31616.86551,48086,3373,0,0,0,0,168,104,0.920499073,0.552299444,0,935,138.3333333,315.8520223,99762.5,0,0,0,0,1,0,0,0,0,155.625,187,103.3333333,0,0,0,0,0,0,5,935,3,310,219,211,1,32,0,0,0,0,5365831,0,5365831,5365831
flow-00031,2018-02-16T01:45:38.000Z,100.1.1.2,192.168.1.1,1080,80,6,991,2,0,0,0,0,0,0,0,0,0,0,0,0,2018.163471,991,0,991,991,991,991,0,991,991,0,0,0,0,0,0,0,0,0,64,0,2018.163471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00032,2018-02-16T01:45:38.000Z,100.1.1.3,192.168.1.1,1080,80,6,1767,2,0,0,0,0,0,0,0,0,0,0,0,0,1131.861913,1767,0,1767,1767,1767,1767,0,1767,1767,0,0,0,0,0,0,0,0,0,64,0,1131.861913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00033,2018-02-16T01:45:39.000Z,0.0.0.0,192.168.1.1,42538,41538,6,5419830,5,3,935,367,935,0,187,418.1447118,367,0,122.3333333,211.8875488,240.2289371,1.476061057,774261.4286,2022259.012,5360204,5,5419830,1354957.5,2670204.949,5360209,47,27828,13914,19304.01513,27564,264,0,0,0,0,168,104,0.922538161,0.553522896,0,935,144.6666667,320.2651245,102569.75,0,0,0,0,1,0,0,0,0,162.75,187,122.3333333,0,0,0,0,0,0,5,935,3,367,219,211,1,32,0,0,0,0,5360204,0,5360204,5360204
flow-00034,2018-02-16T01:45:40.000Z,100.1.1.1,192.168.1.1,1080,80,6,57710,2,0,0,0,0,0,0,0,0,0,0,0,0,34.65603881,57710,0,57710,57710,57710,57710,0,57710,57710,0,0,0,0,0,0,0,0,0,64,0,34.65603881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00035,2018-02-16T01:45:40.000Z,0.0.0.0,192.168.1.1,50208,49208,6,5643196,5,3,935,347,935,0,187,418.1447118,347,0,115.6666667,200.3405434,227.1762313,1.417636389,806170.8571,2054523.391,5464411,8,5643196,1410799,2702745.719,5464419,26,95187,47593.5,66915.63602,94910,277,0,0,0,0,168,104,0.886022743,0.531613646,0,935,142.4444444,318.5946135,101502.5278,0,0,0,0,1,0,0,0,0,160.25,187,115.6666667,0,0,0,0,0,0,5,935,3,347,219,211,1,32,0,0,0,0,5464411,0,5464411,5464411
flow-00036,2018-02-16T01:45:40.000Z,100.1.1.2,192.168.1.1,1080,80,6,2446,2,0,0,0,0,0,0,0,0,0,0,0,0,817.6614881,2446,0,2446,2446,2446,2446,0,2446,2446,0,0,0,0,0,0,0,0,0,64,0,817.6614881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00037,2018-02-16T01:45:41.000Z,0.0.0.0,192.168.1.1,52438,51438,6,5623004,5,3,935,313,935,0,187,418.1447118,313,0,104.3333333,180.7106343,221.9454228,1.422727069,803286.2857,2064408.447,5484236,7,5623004,1405751,2719262.094,5484243,24,93422,46711,65678.90626,93153,269,0,0,0,0,168,104,0.889204418,0.533522651,0,935,138.6666667,316.0573524,99892.25,0,0,0,0,1,0,0,0,0,156,187,104.3333333,0,0,0,0,0,0,5,935,3,313,237,211,1,32,0,0,0,0,5484236,0,5484236,5484236
flow-00038,2018-02-16T01:45:41.000Z,100.1.1.3,192.168.1.1,1080,80,6,5969,2,0,0,0,0,0,0,0,0,0,0,0,0,335.0644999,5969,0,5969,5969,5969,5969,0,5969,5969,0,0,0,0,0,0,0,0,0,64,0,335.0644999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00039,2018-02-16T01:45:41.000Z,0.0.0.0,192.168.1.1,51724,50724,6,5563993,5,3,935,317,935,0,187,418.1447118,317,0,105.6666667,183.0200353,225.0182558,1.437816331,794856.1429,2073750.289,5497355,6,5563993,1390998.25,2737749.136,5497361,38,65856,32928,46200.94287,65597,259,0,0,0,0,168,104,0.898635207,0.539181124,0,935,139.1111111,316.335836,100068.3611,0,0,0,0,1,0,0,0,0,156.5,187,105.6666667,0,0,0,0,0,0,5,935,3,317,237,211,1,32,0,0,0,0,5497355,0,5497355,5497355
flow-00040,2018-02-16T01:45:42.000Z,100.1.1.1,192.168.1.1,1080,80,6,2611,2,0,0,0,0,0,0,0,0,0,0,0,0,765.9900421,2611,0,2611,2611,2611,2611,0,2611,2611,0,0,0,0,0,0,0,0,0,64,0,765.9900421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00041,2018-02-16T01:45:45.000Z,100.1.1.2,192.168.1.1,1080,80,6,5323037,4,5,351,935,351,0,87.75,175.5,935,0,187,418.1447118,241.5914073,1.690764126,665379.625,1849589.661,5242593,5,5302017,1767339,3009808.693,5242601,316,5323029,1330757.25,2608011.046,5242600,51,0,0,0,0,136,168,0.751450723,0.939313403,0,935,128.6,304.0552581,92449.6,0,0,0,0,1,1,0,0,1,142.8888889,87.75,187,0,0,0,0,0,0,4,351,5,935,225,237,1,32,8,0,8,8,5242593,0,5242593,5242593
flow-00042,2018-02-16T01:45:45.000Z,0.0.0.0,192.168.1.1,43984,42984,6,5677653,5,5,935,1254,935,0,187,418.1447118,418,0,250.8,228.948029,385.5466334,1.761291153,630850.3333,1663942.571,5058512,5,5677653,1419413.25,2441022.54,5058520,21,587439,146859.75,136101.3051,266607,24341,0,0,0,0,168,168,0.880645577,0.880645577,0,935,199,310.2879308,96278.6,0,0,0,0,1,0,0,0,1,218.9,187,250.8,0,0,0,0,0,0,5,935,5,1254,219,211,1,32,0,0,0,0,5058512,0,5058512,5058512
flow-00043,2018-02-16T01:45:46.000Z,100.1.1.3,192.168.1.1,1080,80,6,541,2,0,0,0,0,0,0,0,0,0,0,0,0,3696.857671,541,0,541,541,541,541,0,541,541,0,0,0,0,0,0,0,0,0,64,0,3696.857671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00044,2018-02-16T01:45:46.000Z,0.0.0.0,192.168.1.1,48680,47680,6,65916747,5,4,935,393,935,0,187,418.1447118,393,0,98.25,196.5,20.14662526,0.136535864,8239593.375,23200000,65700000,6,65900000,16500000,32800000,65700000,27,65900000,22000000,37900000,65700000,320,0,0,0,0,168,136,0.075853258,0.060682606,0,935,132.8,307.7364673,94701.73333,0,0,0,0,1,1,0,0,0,147.5555556,187,98.25,0,0,0,0,0,0,5,935,4,393,237,211,1,32,293,0,293,293,65700000,0,65700000,65700000
flow-00045,2018-02-16T01:45:46.000Z,100.1.1.1,192.168.1.1,1080,80,6,58061,3,0,0,0,0,0,0,0,0,0,0,0,0,51.66979556,29030.5,21189.86891,44014,14047,58061,29030.5,21189.86891,44014,14047,0,0,0,0,0,0,0,0,0,96,0,51.66979556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00046,2018-02-16T01:45:47.000Z,100.1.1.2,192.168.1.1,1080,80,6,1753,2,0,0,0,0,0,0,0,0,0,0,0,0,1140.901312,1753,0,1753,1753,1753,1753,0,1753,1753,0,0,0,0,0,0,0,0,0,64,0,1140.901312,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00047,2018-02-16T01:45:47.000Z,100.1.1.3,192.168.1.1,1080,80,6,48641,2,0,0,0,0,0,0,0,0,0,0,0,0,41.11757571,48641,0,48641,48641,48641,48641,0,48641,48641,0,0,0,0,0,0,0,0,0,64,0,41.11757571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00048,2018-02-16T01:45:48.000Z,0.0.0.0,192.168.1.1,35774,34774,6,5247290,5,3,935,320,935,0,187,418.1447118,320,0,106.6666667,184.7520861,239.1710769,1.524596506,749612.8571,1938725.926,5145859,5,5247290,1311822.5,2556165.243,5145864,24,36595,18297.5,25518.77663,36342,253,0,0,0,0,168,104,0.952872816,0.57172369,0,935,139.4444444,316.5482235,100202.7778,0,0,0,0,1,0,0,0,0,156.875,187,106.6666667,0,0,0,0,0,0,5,935,3,320,219,211,1,32,0,0,0,0,5145859,0,5145859,5145859
flow-00049,2018-02-16T01:45:48.000Z,0.0.0.0,192.168.1.1,59398,58398,6,5122391,5,3,935,327,935,0,187,418.1447118,327,0,109,188.793538,246.3693225,1.561770665,731770.1429,1907096.425,5056580,8,5122391,1280597.75,2517381.811,5056589,23,39968,19984,6899.947971,24863,15105,0,0,0,0,168,104,0.976106666,0.585663999,0,935,140.2222222,317.0555069,100524.1944,0,0,0,0,1,0,0,0,0,157.75,187,109,0,0,0,0,0,0,5,935,3,327,219,211,1,32,0,0,0,0,5056580,0,5056580,5056580
flow-00050,2018-02-16T01:45:49.000Z,0.0.0.0,192.168.1.1,36576,35576,6,5101555,5,3,935,391,935,0,187,418.1447118,391,0,130.3333333,225.7439553,259.9207497,1.568149319,728793.5714,1901876.808,5041737,8,5101555,1275388.75,2510948.251,5041745,35,23964,11982,10585.38851,19467,4497,0,0,0,0,168,104,0.980093324,0.588055995,0,935,147.3333333,322.4403046,103967.75,0,0,0,0,1,0,0,0,0,165.75,187,130.3333333,0,0,0,0,0,0,5,935,3,391,237,211,1,32,0,0,0,0,5041737,0,5041737,5041737
